[rospy.client][INFO] 2017-03-30 15:25:19,144: init_node, name[/acrobot_control_node], pid[8758]
[xmlrpc][INFO] 2017-03-30 15:25:19,145: XML-RPC server binding to 0.0.0.0:0
[xmlrpc][INFO] 2017-03-30 15:25:19,145: Started XML-RPC server [http://hancheol:38854/]
[rospy.init][INFO] 2017-03-30 15:25:19,145: ROS Slave URI: [http://hancheol:38854/]
[rospy.impl.masterslave][INFO] 2017-03-30 15:25:19,145: _ready: http://hancheol:38854/
[rospy.registration][INFO] 2017-03-30 15:25:19,146: Registering with master node http://localhost:11311
[xmlrpc][INFO] 2017-03-30 15:25:19,147: xml rpc node: starting XML-RPC server
[rospy.init][INFO] 2017-03-30 15:25:19,246: registered with master
[rospy.rosout][INFO] 2017-03-30 15:25:19,247: initializing /rosout core topic
[rospy.rosout][INFO] 2017-03-30 15:25:19,250: connected to core topic /rosout
[rospy.simtime][INFO] 2017-03-30 15:25:19,251: initializing /clock core topic
[rospy.simtime][INFO] 2017-03-30 15:25:19,255: connected to core topic /clock
[rosout][INFO] 2017-03-30 15:25:30,834: /acrobot_control_node, u = -0.096970
[rosout][INFO] 2017-03-30 15:25:30,843: /acrobot_control_node, u = -0.096970
[rosout][INFO] 2017-03-30 15:25:30,855: /acrobot_control_node, u = -0.102211
[rosout][INFO] 2017-03-30 15:25:30,864: /acrobot_control_node, u = -0.102211
[rosout][INFO] 2017-03-30 15:25:30,874: /acrobot_control_node, u = -0.107340
[rosout][INFO] 2017-03-30 15:25:30,886: /acrobot_control_node, u = -0.107340
[rosout][INFO] 2017-03-30 15:25:30,896: /acrobot_control_node, u = -0.112343
[rosout][INFO] 2017-03-30 15:25:30,909: /acrobot_control_node, u = -0.112343
[rosout][INFO] 2017-03-30 15:25:30,920: /acrobot_control_node, u = -0.117171
[rosout][INFO] 2017-03-30 15:25:30,929: /acrobot_control_node, u = -0.117171
[rosout][INFO] 2017-03-30 15:25:30,942: /acrobot_control_node, u = -0.121835
[rosout][INFO] 2017-03-30 15:25:30,954: /acrobot_control_node, u = -0.121835
[rosout][INFO] 2017-03-30 15:25:30,963: /acrobot_control_node, u = -0.126344
[rosout][INFO] 2017-03-30 15:25:30,976: /acrobot_control_node, u = -0.126344
[rosout][INFO] 2017-03-30 15:25:30,987: /acrobot_control_node, u = -0.130711
[rosout][INFO] 2017-03-30 15:25:30,997: /acrobot_control_node, u = -0.130711
[rosout][INFO] 2017-03-30 15:25:31,008: /acrobot_control_node, u = -0.134931
[rosout][INFO] 2017-03-30 15:25:31,019: /acrobot_control_node, u = -0.134931
[rosout][INFO] 2017-03-30 15:25:31,032: /acrobot_control_node, u = -0.138971
[rosout][INFO] 2017-03-30 15:25:31,045: /acrobot_control_node, u = -0.138971
[rosout][INFO] 2017-03-30 15:25:31,057: /acrobot_control_node, u = -0.142820
[rosout][INFO] 2017-03-30 15:25:31,068: /acrobot_control_node, u = -0.142820
[rosout][INFO] 2017-03-30 15:25:31,079: /acrobot_control_node, u = -0.146439
[rosout][INFO] 2017-03-30 15:25:31,090: /acrobot_control_node, u = -0.146439
[rosout][INFO] 2017-03-30 15:25:31,102: /acrobot_control_node, u = -0.149807
[rosout][INFO] 2017-03-30 15:25:31,116: /acrobot_control_node, u = -0.149807
[rosout][INFO] 2017-03-30 15:25:31,126: /acrobot_control_node, u = -0.152922
[rosout][INFO] 2017-03-30 15:25:31,136: /acrobot_control_node, u = -0.152922
[rosout][INFO] 2017-03-30 15:25:31,148: /acrobot_control_node, u = -0.155783
[rosout][INFO] 2017-03-30 15:25:31,159: /acrobot_control_node, u = -0.155783
[rosout][INFO] 2017-03-30 15:25:31,171: /acrobot_control_node, u = -0.158379
[rosout][INFO] 2017-03-30 15:25:31,182: /acrobot_control_node, u = -0.158379
[rosout][INFO] 2017-03-30 15:25:31,190: /acrobot_control_node, u = -0.160708
[rosout][INFO] 2017-03-30 15:25:31,201: /acrobot_control_node, u = -0.160708
[rosout][INFO] 2017-03-30 15:25:31,211: /acrobot_control_node, u = -0.162771
[rosout][INFO] 2017-03-30 15:25:31,225: /acrobot_control_node, u = -0.162771
[rosout][INFO] 2017-03-30 15:25:31,237: /acrobot_control_node, u = -0.164557
[rosout][INFO] 2017-03-30 15:25:31,247: /acrobot_control_node, u = -0.164557
[rosout][INFO] 2017-03-30 15:25:31,261: /acrobot_control_node, u = -0.166045
[rosout][INFO] 2017-03-30 15:25:31,272: /acrobot_control_node, u = -0.166045
[rosout][INFO] 2017-03-30 15:25:31,281: /acrobot_control_node, u = -0.167233
[rosout][INFO] 2017-03-30 15:25:31,294: /acrobot_control_node, u = -0.167233
[rosout][INFO] 2017-03-30 15:25:31,304: /acrobot_control_node, u = -0.168117
[rosout][INFO] 2017-03-30 15:25:31,314: /acrobot_control_node, u = -0.168117
[rosout][INFO] 2017-03-30 15:25:31,326: /acrobot_control_node, u = -0.168707
[rosout][INFO] 2017-03-30 15:25:31,335: /acrobot_control_node, u = -0.168707
[rosout][INFO] 2017-03-30 15:25:31,345: /acrobot_control_node, u = -0.169016
[rosout][INFO] 2017-03-30 15:25:31,359: /acrobot_control_node, u = -0.169016
[rosout][INFO] 2017-03-30 15:25:31,368: /acrobot_control_node, u = -0.169029
[rosout][INFO] 2017-03-30 15:25:31,378: /acrobot_control_node, u = -0.169029
[rosout][INFO] 2017-03-30 15:25:31,388: /acrobot_control_node, u = -0.168749
[rosout][INFO] 2017-03-30 15:25:31,401: /acrobot_control_node, u = -0.168749
[rosout][INFO] 2017-03-30 15:25:31,411: /acrobot_control_node, u = -0.168186
[rosout][INFO] 2017-03-30 15:25:31,422: /acrobot_control_node, u = -0.168186
[rosout][INFO] 2017-03-30 15:25:31,436: /acrobot_control_node, u = -0.167347
[rosout][INFO] 2017-03-30 15:25:31,447: /acrobot_control_node, u = -0.167347
[rosout][INFO] 2017-03-30 15:25:31,457: /acrobot_control_node, u = -0.166241
[rosout][INFO] 2017-03-30 15:25:31,469: /acrobot_control_node, u = -0.166241
[rosout][INFO] 2017-03-30 15:25:31,479: /acrobot_control_node, u = -0.164876
[rosout][INFO] 2017-03-30 15:25:31,490: /acrobot_control_node, u = -0.164876
[rosout][INFO] 2017-03-30 15:25:31,501: /acrobot_control_node, u = -0.163256
[rosout][INFO] 2017-03-30 15:25:31,514: /acrobot_control_node, u = -0.163256
[rosout][INFO] 2017-03-30 15:25:31,524: /acrobot_control_node, u = -0.161390
[rosout][INFO] 2017-03-30 15:25:31,537: /acrobot_control_node, u = -0.161390
[rosout][INFO] 2017-03-30 15:25:31,548: /acrobot_control_node, u = -0.159282
[rosout][INFO] 2017-03-30 15:25:31,560: /acrobot_control_node, u = -0.159282
[rosout][INFO] 2017-03-30 15:25:31,570: /acrobot_control_node, u = -0.156937
[rosout][INFO] 2017-03-30 15:25:31,582: /acrobot_control_node, u = -0.156937
[rosout][INFO] 2017-03-30 15:25:31,593: /acrobot_control_node, u = -0.154356
[rosout][INFO] 2017-03-30 15:25:31,604: /acrobot_control_node, u = -0.154356
[rosout][INFO] 2017-03-30 15:25:31,614: /acrobot_control_node, u = -0.151550
[rosout][INFO] 2017-03-30 15:25:31,626: /acrobot_control_node, u = -0.151550
[rosout][INFO] 2017-03-30 15:25:31,638: /acrobot_control_node, u = -0.148540
[rosout][INFO] 2017-03-30 15:25:31,647: /acrobot_control_node, u = -0.148540
[rosout][INFO] 2017-03-30 15:25:31,658: /acrobot_control_node, u = -0.145336
[rosout][INFO] 2017-03-30 15:25:31,670: /acrobot_control_node, u = -0.145336
[rosout][INFO] 2017-03-30 15:25:31,680: /acrobot_control_node, u = -0.141950
[rosout][INFO] 2017-03-30 15:25:31,691: /acrobot_control_node, u = -0.141950
[rosout][INFO] 2017-03-30 15:25:31,703: /acrobot_control_node, u = -0.138384
[rosout][INFO] 2017-03-30 15:25:31,715: /acrobot_control_node, u = -0.138384
[rosout][INFO] 2017-03-30 15:25:31,726: /acrobot_control_node, u = -0.134650
[rosout][INFO] 2017-03-30 15:25:31,738: /acrobot_control_node, u = -0.134650
[rosout][INFO] 2017-03-30 15:25:31,749: /acrobot_control_node, u = -0.130771
[rosout][INFO] 2017-03-30 15:25:31,760: /acrobot_control_node, u = -0.130771
[rosout][INFO] 2017-03-30 15:25:31,770: /acrobot_control_node, u = -0.126758
[rosout][INFO] 2017-03-30 15:25:31,783: /acrobot_control_node, u = -0.126758
[rosout][INFO] 2017-03-30 15:25:31,794: /acrobot_control_node, u = -0.122609
[rosout][INFO] 2017-03-30 15:25:31,804: /acrobot_control_node, u = -0.122609
[rosout][INFO] 2017-03-30 15:25:31,818: /acrobot_control_node, u = -0.118329
[rosout][INFO] 2017-03-30 15:25:31,830: /acrobot_control_node, u = -0.118329
[rosout][INFO] 2017-03-30 15:25:31,842: /acrobot_control_node, u = -0.113957
[rosout][INFO] 2017-03-30 15:25:31,853: /acrobot_control_node, u = -0.113957
[rosout][INFO] 2017-03-30 15:25:31,866: /acrobot_control_node, u = -0.109513
[rosout][INFO] 2017-03-30 15:25:31,878: /acrobot_control_node, u = -0.109513
[rosout][INFO] 2017-03-30 15:25:31,893: /acrobot_control_node, u = -0.105012
[rosout][INFO] 2017-03-30 15:25:31,902: /acrobot_control_node, u = -0.105012
[rosout][INFO] 2017-03-30 15:25:31,911: /acrobot_control_node, u = -0.100463
[rosout][INFO] 2017-03-30 15:25:31,923: /acrobot_control_node, u = -0.100463
[rosout][INFO] 2017-03-30 15:25:31,932: /acrobot_control_node, u = -0.095862
[rosout][INFO] 2017-03-30 15:25:31,942: /acrobot_control_node, u = -0.095862
[rosout][INFO] 2017-03-30 15:25:31,955: /acrobot_control_node, u = -0.091249
[rosout][INFO] 2017-03-30 15:25:31,965: /acrobot_control_node, u = -0.091249
[rosout][INFO] 2017-03-30 15:25:31,974: /acrobot_control_node, u = -0.086654
[rosout][INFO] 2017-03-30 15:25:31,987: /acrobot_control_node, u = -0.086654
[rosout][INFO] 2017-03-30 15:25:31,997: /acrobot_control_node, u = -0.082092
[rosout][INFO] 2017-03-30 15:25:32,008: /acrobot_control_node, u = -0.082092
[rosout][INFO] 2017-03-30 15:25:32,025: /acrobot_control_node, u = -0.077558
[rosout][INFO] 2017-03-30 15:25:32,028: /acrobot_control_node, u = -0.077558
[rosout][INFO] 2017-03-30 15:25:32,039: /acrobot_control_node, u = -0.073008
[rosout][INFO] 2017-03-30 15:25:32,049: /acrobot_control_node, u = -0.073008
[rosout][INFO] 2017-03-30 15:25:32,063: /acrobot_control_node, u = -0.068442
[rosout][INFO] 2017-03-30 15:25:32,075: /acrobot_control_node, u = -0.068442
[rosout][INFO] 2017-03-30 15:25:32,083: /acrobot_control_node, u = -0.063998
[rosout][INFO] 2017-03-30 15:25:32,097: /acrobot_control_node, u = -0.063998
[rosout][INFO] 2017-03-30 15:25:32,108: /acrobot_control_node, u = -0.059692
[rosout][INFO] 2017-03-30 15:25:32,116: /acrobot_control_node, u = -0.059692
[rosout][INFO] 2017-03-30 15:25:32,129: /acrobot_control_node, u = -0.055526
[rosout][INFO] 2017-03-30 15:25:32,138: /acrobot_control_node, u = -0.055526
[rosout][INFO] 2017-03-30 15:25:32,148: /acrobot_control_node, u = -0.051495
[rosout][INFO] 2017-03-30 15:25:32,159: /acrobot_control_node, u = -0.051495
[rosout][INFO] 2017-03-30 15:25:32,170: /acrobot_control_node, u = -0.047615
[rosout][INFO] 2017-03-30 15:25:32,181: /acrobot_control_node, u = -0.047615
[rosout][INFO] 2017-03-30 15:25:32,190: /acrobot_control_node, u = -0.043897
[rosout][INFO] 2017-03-30 15:25:32,204: /acrobot_control_node, u = -0.043897
[rosout][INFO] 2017-03-30 15:25:32,214: /acrobot_control_node, u = -0.040334
[rosout][INFO] 2017-03-30 15:25:32,224: /acrobot_control_node, u = -0.040334
[rosout][INFO] 2017-03-30 15:25:32,238: /acrobot_control_node, u = -0.036922
[rosout][INFO] 2017-03-30 15:25:32,247: /acrobot_control_node, u = -0.036922
[rosout][INFO] 2017-03-30 15:25:32,257: /acrobot_control_node, u = -0.033667
[rosout][INFO] 2017-03-30 15:25:32,272: /acrobot_control_node, u = -0.033667
[rosout][INFO] 2017-03-30 15:25:32,282: /acrobot_control_node, u = -0.030569
[rosout][INFO] 2017-03-30 15:25:32,291: /acrobot_control_node, u = -0.030569
[rosout][INFO] 2017-03-30 15:25:32,305: /acrobot_control_node, u = -0.027631
[rosout][INFO] 2017-03-30 15:25:32,314: /acrobot_control_node, u = -0.027631
[rosout][INFO] 2017-03-30 15:25:32,325: /acrobot_control_node, u = -0.024835
[rosout][INFO] 2017-03-30 15:25:32,335: /acrobot_control_node, u = -0.024835
[rosout][INFO] 2017-03-30 15:25:32,350: /acrobot_control_node, u = -0.022205
[rosout][INFO] 2017-03-30 15:25:32,359: /acrobot_control_node, u = -0.022205
[rosout][INFO] 2017-03-30 15:25:32,372: /acrobot_control_node, u = -0.019771
[rosout][INFO] 2017-03-30 15:25:32,381: /acrobot_control_node, u = -0.019771
[rosout][INFO] 2017-03-30 15:25:32,393: /acrobot_control_node, u = -0.017529
[rosout][INFO] 2017-03-30 15:25:32,405: /acrobot_control_node, u = -0.017529
[rosout][INFO] 2017-03-30 15:25:32,416: /acrobot_control_node, u = -0.015514
[rosout][INFO] 2017-03-30 15:25:32,426: /acrobot_control_node, u = -0.015514
[rosout][INFO] 2017-03-30 15:25:32,438: /acrobot_control_node, u = -0.013768
[rosout][INFO] 2017-03-30 15:25:32,452: /acrobot_control_node, u = -0.013768
[rosout][INFO] 2017-03-30 15:25:32,462: /acrobot_control_node, u = -0.012301
[rosout][INFO] 2017-03-30 15:25:32,486: /acrobot_control_node, u = -0.011113
[rosout][INFO] 2017-03-30 15:25:32,492: /acrobot_control_node, u = -0.011113
[rosout][INFO] 2017-03-30 15:25:32,504: /acrobot_control_node, u = -0.011152
[rosout][INFO] 2017-03-30 15:25:32,512: /acrobot_control_node, u = -0.010208
[rosout][INFO] 2017-03-30 15:25:32,522: /acrobot_control_node, u = -0.010208
[rosout][INFO] 2017-03-30 15:25:32,530: /acrobot_control_node, u = -0.009565
[rosout][INFO] 2017-03-30 15:25:32,544: /acrobot_control_node, u = -0.009565
[rosout][INFO] 2017-03-30 15:25:32,554: /acrobot_control_node, u = -0.009164
[rosout][INFO] 2017-03-30 15:25:32,564: /acrobot_control_node, u = -0.009164
[rosout][INFO] 2017-03-30 15:25:32,577: /acrobot_control_node, u = -0.009000
[rosout][INFO] 2017-03-30 15:25:32,588: /acrobot_control_node, u = -0.009000
[rosout][INFO] 2017-03-30 15:25:32,596: /acrobot_control_node, u = -0.009065
[rosout][INFO] 2017-03-30 15:25:32,608: /acrobot_control_node, u = -0.009065
[rosout][INFO] 2017-03-30 15:25:32,619: /acrobot_control_node, u = -0.009348
[rosout][INFO] 2017-03-30 15:25:32,631: /acrobot_control_node, u = -0.009348
[rosout][INFO] 2017-03-30 15:25:32,645: /acrobot_control_node, u = -0.009846
[rosout][INFO] 2017-03-30 15:25:32,652: /acrobot_control_node, u = -0.009846
[rosout][INFO] 2017-03-30 15:25:32,662: /acrobot_control_node, u = -0.010557
[rosout][INFO] 2017-03-30 15:25:32,672: /acrobot_control_node, u = -0.010557
[rosout][INFO] 2017-03-30 15:25:32,687: /acrobot_control_node, u = -0.011477
[rosout][INFO] 2017-03-30 15:25:32,696: /acrobot_control_node, u = -0.011477
[rosout][INFO] 2017-03-30 15:25:32,707: /acrobot_control_node, u = -0.012601
[rosout][INFO] 2017-03-30 15:25:32,719: /acrobot_control_node, u = -0.012601
[rosout][INFO] 2017-03-30 15:25:32,730: /acrobot_control_node, u = -0.013930
[rosout][INFO] 2017-03-30 15:25:32,739: /acrobot_control_node, u = -0.013930
[rosout][INFO] 2017-03-30 15:25:32,753: /acrobot_control_node, u = -0.015464
[rosout][INFO] 2017-03-30 15:25:32,761: /acrobot_control_node, u = -0.015464
[rosout][INFO] 2017-03-30 15:25:32,772: /acrobot_control_node, u = -0.017212
[rosout][INFO] 2017-03-30 15:25:32,780: /acrobot_control_node, u = -0.017212
[rosout][INFO] 2017-03-30 15:25:32,793: /acrobot_control_node, u = -0.019169
[rosout][INFO] 2017-03-30 15:25:32,804: /acrobot_control_node, u = -0.019169
[rosout][INFO] 2017-03-30 15:25:32,814: /acrobot_control_node, u = -0.021311
[rosout][INFO] 2017-03-30 15:25:32,827: /acrobot_control_node, u = -0.021311
[rosout][INFO] 2017-03-30 15:25:32,839: /acrobot_control_node, u = -0.023633
[rosout][INFO] 2017-03-30 15:25:32,849: /acrobot_control_node, u = -0.023633
[rosout][INFO] 2017-03-30 15:25:32,860: /acrobot_control_node, u = -0.026131
[rosout][INFO] 2017-03-30 15:25:32,872: /acrobot_control_node, u = -0.026131
[rosout][INFO] 2017-03-30 15:25:32,881: /acrobot_control_node, u = -0.028801
[rosout][INFO] 2017-03-30 15:25:32,894: /acrobot_control_node, u = -0.028801
[rosout][INFO] 2017-03-30 15:25:32,902: /acrobot_control_node, u = -0.031633
[rosout][INFO] 2017-03-30 15:25:32,915: /acrobot_control_node, u = -0.031633
[rosout][INFO] 2017-03-30 15:25:32,931: /acrobot_control_node, u = -0.034625
[rosout][INFO] 2017-03-30 15:25:32,938: /acrobot_control_node, u = -0.034625
[rosout][INFO] 2017-03-30 15:25:32,948: /acrobot_control_node, u = -0.037786
[rosout][INFO] 2017-03-30 15:25:32,959: /acrobot_control_node, u = -0.037786
[rosout][INFO] 2017-03-30 15:25:32,970: /acrobot_control_node, u = -0.041108
[rosout][INFO] 2017-03-30 15:25:32,980: /acrobot_control_node, u = -0.041108
[rosout][INFO] 2017-03-30 15:25:32,991: /acrobot_control_node, u = -0.044543
[rosout][INFO] 2017-03-30 15:25:33,005: /acrobot_control_node, u = -0.044543
[rosout][INFO] 2017-03-30 15:25:33,013: /acrobot_control_node, u = -0.048070
[rosout][INFO] 2017-03-30 15:25:33,024: /acrobot_control_node, u = -0.048070
[rosout][INFO] 2017-03-30 15:25:33,038: /acrobot_control_node, u = -0.051665
[rosout][INFO] 2017-03-30 15:25:33,048: /acrobot_control_node, u = -0.051665
[rosout][INFO] 2017-03-30 15:25:33,057: /acrobot_control_node, u = -0.055305
[rosout][INFO] 2017-03-30 15:25:33,072: /acrobot_control_node, u = -0.055305
[rosout][INFO] 2017-03-30 15:25:33,081: /acrobot_control_node, u = -0.058977
[rosout][INFO] 2017-03-30 15:25:33,091: /acrobot_control_node, u = -0.058977
[rosout][INFO] 2017-03-30 15:25:33,100: /acrobot_control_node, u = -0.062691
[rosout][INFO] 2017-03-30 15:25:33,112: /acrobot_control_node, u = -0.062691
[rosout][INFO] 2017-03-30 15:25:33,124: /acrobot_control_node, u = -0.066438
[rosout][INFO] 2017-03-30 15:25:33,132: /acrobot_control_node, u = -0.066438
[rosout][INFO] 2017-03-30 15:25:33,145: /acrobot_control_node, u = -0.070192
[rosout][INFO] 2017-03-30 15:25:33,156: /acrobot_control_node, u = -0.070192
[rosout][INFO] 2017-03-30 15:25:33,166: /acrobot_control_node, u = -0.073945
[rosout][INFO] 2017-03-30 15:25:33,179: /acrobot_control_node, u = -0.073945
[rosout][INFO] 2017-03-30 15:25:33,186: /acrobot_control_node, u = -0.077710
[rosout][INFO] 2017-03-30 15:25:33,196: /acrobot_control_node, u = -0.077710
[rosout][INFO] 2017-03-30 15:25:33,208: /acrobot_control_node, u = -0.081486
[rosout][INFO] 2017-03-30 15:25:33,219: /acrobot_control_node, u = -0.081486
[rosout][INFO] 2017-03-30 15:25:33,229: /acrobot_control_node, u = -0.085253
[rosout][INFO] 2017-03-30 15:25:33,239: /acrobot_control_node, u = -0.085253
[rosout][INFO] 2017-03-30 15:25:33,253: /acrobot_control_node, u = -0.088995
[rosout][INFO] 2017-03-30 15:25:33,264: /acrobot_control_node, u = -0.088995
[rosout][INFO] 2017-03-30 15:25:33,278: /acrobot_control_node, u = -0.092690
[rosout][INFO] 2017-03-30 15:25:33,289: /acrobot_control_node, u = -0.092690
[rosout][INFO] 2017-03-30 15:25:33,299: /acrobot_control_node, u = -0.096331
[rosout][INFO] 2017-03-30 15:25:33,312: /acrobot_control_node, u = -0.096331
[rosout][INFO] 2017-03-30 15:25:33,324: /acrobot_control_node, u = -0.099922
[rosout][INFO] 2017-03-30 15:25:33,337: /acrobot_control_node, u = -0.099922
[rosout][INFO] 2017-03-30 15:25:33,346: /acrobot_control_node, u = -0.103444
[rosout][INFO] 2017-03-30 15:25:33,359: /acrobot_control_node, u = -0.103444
[rosout][INFO] 2017-03-30 15:25:33,367: /acrobot_control_node, u = -0.106862
[rosout][INFO] 2017-03-30 15:25:33,379: /acrobot_control_node, u = -0.106862
[rosout][INFO] 2017-03-30 15:25:33,393: /acrobot_control_node, u = -0.110166
[rosout][INFO] 2017-03-30 15:25:33,402: /acrobot_control_node, u = -0.110166
[rosout][INFO] 2017-03-30 15:25:33,413: /acrobot_control_node, u = -0.113360
[rosout][INFO] 2017-03-30 15:25:33,424: /acrobot_control_node, u = -0.113360
[rosout][INFO] 2017-03-30 15:25:33,435: /acrobot_control_node, u = -0.116413
[rosout][INFO] 2017-03-30 15:25:33,446: /acrobot_control_node, u = -0.116413
[rosout][INFO] 2017-03-30 15:25:33,459: /acrobot_control_node, u = -0.119292
[rosout][INFO] 2017-03-30 15:25:33,467: /acrobot_control_node, u = -0.119292
[rosout][INFO] 2017-03-30 15:25:33,477: /acrobot_control_node, u = -0.122009
[rosout][INFO] 2017-03-30 15:25:33,487: /acrobot_control_node, u = -0.122009
[rosout][INFO] 2017-03-30 15:25:33,504: /acrobot_control_node, u = -0.124576
[rosout][INFO] 2017-03-30 15:25:33,514: /acrobot_control_node, u = -0.124576
[rosout][INFO] 2017-03-30 15:25:33,525: /acrobot_control_node, u = -0.126969
[rosout][INFO] 2017-03-30 15:25:33,537: /acrobot_control_node, u = -0.126969
[rosout][INFO] 2017-03-30 15:25:33,547: /acrobot_control_node, u = -0.129190
[rosout][INFO] 2017-03-30 15:25:33,558: /acrobot_control_node, u = -0.129190
[rosout][INFO] 2017-03-30 15:25:33,571: /acrobot_control_node, u = -0.131235
[rosout][INFO] 2017-03-30 15:25:33,582: /acrobot_control_node, u = -0.131235
[rosout][INFO] 2017-03-30 15:25:33,593: /acrobot_control_node, u = -0.133119
[rosout][INFO] 2017-03-30 15:25:33,604: /acrobot_control_node, u = -0.133119
[rosout][INFO] 2017-03-30 15:25:33,617: /acrobot_control_node, u = -0.134839
[rosout][INFO] 2017-03-30 15:25:33,628: /acrobot_control_node, u = -0.134839
[rosout][INFO] 2017-03-30 15:25:33,641: /acrobot_control_node, u = -0.136378
[rosout][INFO] 2017-03-30 15:25:33,652: /acrobot_control_node, u = -0.136378
[rosout][INFO] 2017-03-30 15:25:33,662: /acrobot_control_node, u = -0.137734
[rosout][INFO] 2017-03-30 15:25:33,675: /acrobot_control_node, u = -0.137734
[rosout][INFO] 2017-03-30 15:25:33,687: /acrobot_control_node, u = -0.138910
[rosout][INFO] 2017-03-30 15:25:33,694: /acrobot_control_node, u = -0.138910
[rosout][INFO] 2017-03-30 15:25:33,705: /acrobot_control_node, u = -0.139891
[rosout][INFO] 2017-03-30 15:25:33,714: /acrobot_control_node, u = -0.139891
[rosout][INFO] 2017-03-30 15:25:33,724: /acrobot_control_node, u = -0.140679
[rosout][INFO] 2017-03-30 15:25:33,733: /acrobot_control_node, u = -0.140679
[rosout][INFO] 2017-03-30 15:25:33,748: /acrobot_control_node, u = -0.141269
[rosout][INFO] 2017-03-30 15:25:33,760: /acrobot_control_node, u = -0.141269
[rosout][INFO] 2017-03-30 15:25:33,770: /acrobot_control_node, u = -0.141653
[rosout][INFO] 2017-03-30 15:25:33,783: /acrobot_control_node, u = -0.141653
[rosout][INFO] 2017-03-30 15:25:33,796: /acrobot_control_node, u = -0.141832
[rosout][INFO] 2017-03-30 15:25:33,807: /acrobot_control_node, u = -0.141832
[rosout][INFO] 2017-03-30 15:25:33,820: /acrobot_control_node, u = -0.141806
[rosout][INFO] 2017-03-30 15:25:33,828: /acrobot_control_node, u = -0.141806
[rosout][INFO] 2017-03-30 15:25:33,839: /acrobot_control_node, u = -0.141578
[rosout][INFO] 2017-03-30 15:25:33,852: /acrobot_control_node, u = -0.141578
[rosout][INFO] 2017-03-30 15:25:33,862: /acrobot_control_node, u = -0.141152
[rosout][INFO] 2017-03-30 15:25:33,871: /acrobot_control_node, u = -0.141152
[rosout][INFO] 2017-03-30 15:25:33,885: /acrobot_control_node, u = -0.140532
[rosout][INFO] 2017-03-30 15:25:33,894: /acrobot_control_node, u = -0.140532
[rosout][INFO] 2017-03-30 15:25:33,906: /acrobot_control_node, u = -0.139724
[rosout][INFO] 2017-03-30 15:25:33,920: /acrobot_control_node, u = -0.138734
[rosout][INFO] 2017-03-30 15:25:33,926: /acrobot_control_node, u = -0.138734
[rosout][INFO] 2017-03-30 15:25:33,936: /acrobot_control_node, u = -0.138734
[rosout][INFO] 2017-03-30 15:25:33,945: /acrobot_control_node, u = -0.137580
[rosout][INFO] 2017-03-30 15:25:33,967: /acrobot_control_node, u = -0.136253
[rosout][INFO] 2017-03-30 15:25:33,971: /acrobot_control_node, u = -0.136253
[rosout][INFO] 2017-03-30 15:25:33,979: /acrobot_control_node, u = -0.136253
[rosout][INFO] 2017-03-30 15:25:33,994: /acrobot_control_node, u = -0.134746
[rosout][INFO] 2017-03-30 15:25:34,006: /acrobot_control_node, u = -0.134746
[rosout][INFO] 2017-03-30 15:25:34,015: /acrobot_control_node, u = -0.133080
[rosout][INFO] 2017-03-30 15:25:34,028: /acrobot_control_node, u = -0.133080
[rosout][INFO] 2017-03-30 15:25:34,040: /acrobot_control_node, u = -0.131261
[rosout][INFO] 2017-03-30 15:25:34,049: /acrobot_control_node, u = -0.131261
[rosout][INFO] 2017-03-30 15:25:34,063: /acrobot_control_node, u = -0.129299
[rosout][INFO] 2017-03-30 15:25:34,074: /acrobot_control_node, u = -0.129299
[rosout][INFO] 2017-03-30 15:25:34,084: /acrobot_control_node, u = -0.127200
[rosout][INFO] 2017-03-30 15:25:34,098: /acrobot_control_node, u = -0.127200
[rosout][INFO] 2017-03-30 15:25:34,106: /acrobot_control_node, u = -0.124965
[rosout][INFO] 2017-03-30 15:25:34,116: /acrobot_control_node, u = -0.124965
[rosout][INFO] 2017-03-30 15:25:34,123: /acrobot_control_node, u = -0.122597
[rosout][INFO] 2017-03-30 15:25:34,136: /acrobot_control_node, u = -0.122597
[rosout][INFO] 2017-03-30 15:25:34,146: /acrobot_control_node, u = -0.120094
[rosout][INFO] 2017-03-30 15:25:34,157: /acrobot_control_node, u = -0.120094
[rosout][INFO] 2017-03-30 15:25:34,170: /acrobot_control_node, u = -0.117471
[rosout][INFO] 2017-03-30 15:25:34,180: /acrobot_control_node, u = -0.117471
[rosout][INFO] 2017-03-30 15:25:34,191: /acrobot_control_node, u = -0.114746
[rosout][INFO] 2017-03-30 15:25:34,205: /acrobot_control_node, u = -0.114746
[rosout][INFO] 2017-03-30 15:25:34,216: /acrobot_control_node, u = -0.111926
[rosout][INFO] 2017-03-30 15:25:34,226: /acrobot_control_node, u = -0.111926
[rosout][INFO] 2017-03-30 15:25:34,238: /acrobot_control_node, u = -0.109029
[rosout][INFO] 2017-03-30 15:25:34,249: /acrobot_control_node, u = -0.109029
[rosout][INFO] 2017-03-30 15:25:34,257: /acrobot_control_node, u = -0.106074
[rosout][INFO] 2017-03-30 15:25:34,271: /acrobot_control_node, u = -0.103069
[rosout][INFO] 2017-03-30 15:25:34,278: /acrobot_control_node, u = -0.103069
[rosout][INFO] 2017-03-30 15:25:34,289: /acrobot_control_node, u = -0.103069
[rosout][INFO] 2017-03-30 15:25:34,301: /acrobot_control_node, u = -0.100089
