[rospy.client][INFO] 2017-03-30 15:29:50,283: init_node, name[/acrobot_control_node], pid[9808]
[xmlrpc][INFO] 2017-03-30 15:29:50,284: XML-RPC server binding to 0.0.0.0:0
[xmlrpc][INFO] 2017-03-30 15:29:50,284: Started XML-RPC server [http://hancheol:37386/]
[rospy.impl.masterslave][INFO] 2017-03-30 15:29:50,284: _ready: http://hancheol:37386/
[rospy.init][INFO] 2017-03-30 15:29:50,284: ROS Slave URI: [http://hancheol:37386/]
[xmlrpc][INFO] 2017-03-30 15:29:50,286: xml rpc node: starting XML-RPC server
[rospy.registration][INFO] 2017-03-30 15:29:50,285: Registering with master node http://localhost:11311
[rospy.init][INFO] 2017-03-30 15:29:50,386: registered with master
[rospy.rosout][INFO] 2017-03-30 15:29:50,386: initializing /rosout core topic
[rospy.rosout][INFO] 2017-03-30 15:29:50,390: connected to core topic /rosout
[rospy.simtime][INFO] 2017-03-30 15:29:50,394: initializing /clock core topic
[rospy.simtime][INFO] 2017-03-30 15:29:50,405: connected to core topic /clock
[rosout][INFO] 2017-03-30 15:29:53,697: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,709: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,719: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,734: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,739: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,751: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,760: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,771: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,780: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,791: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,801: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,812: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,824: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,834: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,845: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,855: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,866: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,876: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,888: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,899: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,909: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,926: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,935: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,946: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,958: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,968: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,981: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:53,993: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,008: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,021: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,031: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,043: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,059: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,068: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,078: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,087: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,101: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,117: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,139: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,149: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,161: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,176: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,185: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,192: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,202: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,213: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,225: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,237: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,245: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,255: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,268: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,274: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,286: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,293: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,304: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,313: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,323: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,336: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,345: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,356: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,365: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,379: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,388: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,399: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,412: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,424: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,434: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,444: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,455: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,465: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,477: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,485: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,494: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,505: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,517: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,525: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,536: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,546: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,558: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,568: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,577: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,588: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,599: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,609: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,620: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,633: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,644: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,654: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,665: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,673: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,684: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,693: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,704: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,718: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,727: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,740: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,751: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,761: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,775: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,785: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,796: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,807: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,816: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,829: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,840: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,850: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,861: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,874: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,885: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,895: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,905: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,916: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,929: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,939: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,949: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,960: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,972: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,985: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:54,998: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,008: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,019: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,030: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,041: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,052: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,064: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,072: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,083: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,102: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,110: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,121: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,135: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,144: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,157: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,168: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,174: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,191: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,203: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,214: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,227: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,233: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,243: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,253: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,263: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,281: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,290: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,301: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,310: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,326: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,337: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,352: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,361: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,375: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,386: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,402: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,410: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,420: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,430: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,444: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,454: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,465: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,476: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,490: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,501: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,512: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,522: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,534: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,548: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,559: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,569: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,582: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,591: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,604: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,617: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,626: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,639: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,652: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,662: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,674: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,686: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,696: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,705: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,715: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,728: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,741: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,752: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,765: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,774: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,785: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,794: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,803: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,816: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,826: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,837: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,847: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,860: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,872: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,882: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,893: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,907: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,915: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,927: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,939: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,950: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,964: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,971: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,982: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:55,994: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,004: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,016: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,025: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,037: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,047: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,057: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,071: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,081: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,090: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,103: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,116: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,124: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,135: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,145: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,155: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,168: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,178: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,189: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,202: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,210: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,221: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,230: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,242: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,253: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,262: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,274: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,283: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,294: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,306: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,317: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,326: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,337: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,350: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,360: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,370: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,383: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,391: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,402: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,414: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,423: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,433: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,442: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,453: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,465: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,474: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,486: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,497: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,506: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,520: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,529: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,539: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,550: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,565: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,574: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,585: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,598: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,606: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,617: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,627: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,638: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,647: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,660: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,670: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,679: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,692: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,702: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,711: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,724: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,736: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,745: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,756: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,769: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,781: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,792: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,806: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,815: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,826: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,839: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,851: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,861: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,876: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,884: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,895: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,907: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,916: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,926: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,939: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,950: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,962: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,973: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,982: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:56,992: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,003: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,016: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,024: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,035: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,049: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,056: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,066: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,078: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,090: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,101: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,113: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,124: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,135: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,145: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,156: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,166: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,178: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,190: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,199: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,209: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,220: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,232: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,241: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,254: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,266: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,275: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,288: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,298: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,309: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,324: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,332: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,346: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,358: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,369: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,379: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,392: /acrobot_control_node, u = nan
[rosout][INFO] 2017-03-30 15:29:57,401: /acrobot_control_node, u = nan
